gene_id	gene_type	gene_status	gene_name
ENSG00000225769.1	pseudogene	KNOWN	CROCCP1
ENSG00000204424.8	protein_coding	KNOWN	LY6G6F
ENSG00000238260.1	antisense	NOVEL	RP11-46F15.2
ENSG00000074842.2	protein_coding	KNOWN	C19orf10
ENSG00000123191.9	protein_coding	KNOWN	ATP7B
ENSG00000201297.1	misc_RNA	KNOWN	Y_RNA
ENSG00000247675.2	lincRNA	NOVEL	LRP4-AS1
ENSG00000170100.9	protein_coding	KNOWN	ZNF778
ENSG00000258183.1	lincRNA	NOVEL	RP11-753N8.1
ENSG00000211837.1	TR_J_gene	KNOWN	TRAJ53
ENSG00000158865.8	protein_coding	KNOWN	SLC5A11
ENSG00000227080.2	pseudogene	KNOWN	CTD-2021A8.3
ENSG00000107338.8	protein_coding	KNOWN	SHB
ENSG00000201875.1	misc_RNA	KNOWN	7SK
ENSG00000237256.1	pseudogene	KNOWN	PGAM3P
ENSG00000205281.6	protein_coding	KNOWN	GOLGA6L10
ENSG00000227692.1	pseudogene	KNOWN	AC017071.1
ENSG00000013016.10	protein_coding	KNOWN	EHD3
ENSG00000141506.9	protein_coding	KNOWN	PIK3R5
ENSG00000253616.1	antisense	NOVEL	RP11-875O11.3
ENSG00000115241.9	protein_coding	KNOWN	PPM1G
ENSG00000232757.1	pseudogene	KNOWN	ETF1P1
ENSG00000143171.8	protein_coding	KNOWN	RXRG
ENSG00000233683.1	pseudogene	KNOWN	RP5-1106H14.1
ENSG00000205444.2	lincRNA	NOVEL	RP4-529N6.1
ENSG00000243055.1	antisense	PUTATIVE	GK-AS1
ENSG00000180376.12	protein_coding	KNOWN	CCDC66
ENSG00000136694.8	protein_coding	KNOWN	IL36A
ENSG00000254631.1	antisense	NOVEL	RP11-702H23.4
ENSG00000237224.1	antisense	NOVEL	RP11-109A6.2
ENSG00000171489.6	protein_coding	KNOWN	SPACA5
ENSG00000253426.1	protein_coding	NOVEL	RP11-10A14.4
ENSG00000252736.1	misc_RNA	KNOWN	Y_RNA
ENSG00000236274.1	pseudogene	KNOWN	RP4-728D4.3
ENSG00000188107.8	protein_coding	KNOWN	EYS
ENSG00000207987.1	miRNA	KNOWN	MIR518E
ENSG00000212298.1	snRNA	KNOWN	U6
ENSG00000239117.1	miRNA	KNOWN	AL161669.1
ENSG00000168116.9	protein_coding	KNOWN	KIAA1586
ENSG00000221396.2	miRNA	KNOWN	AF064863.1
ENSG00000258434.1	pseudogene	KNOWN	XX-2136C48.9
ENSG00000154545.11	protein_coding	KNOWN	MAGED4
ENSG00000138308.5	protein_coding	KNOWN	PLA2G12B
ENSG00000226168.1	pseudogene	KNOWN	RP11-564C4.4
ENSG00000251020.1	processed_transcript	NOVEL	RP1-50O24.8
ENSG00000149196.10	protein_coding	KNOWN	C11orf73
ENSG00000151917.12	protein_coding	KNOWN	BEND6
ENSG00000075702.10	protein_coding	KNOWN	WDR62
ENSG00000149089.7	protein_coding	KNOWN	APIP
ENSG00000260661.1	antisense	NOVEL	RP11-152L20.3
ENSG00000224429.1	lincRNA	NOVEL	LINC00422
ENSG00000258402.1	lincRNA	NOVEL	RP11-516J2.1
ENSG00000205300.3	protein_coding	NOVEL	RP11-352D3.2
ENSG00000246541.2	lincRNA	NOVEL	RP11-363G15.2
ENSG00000183628.7	protein_coding	KNOWN	DGCR6
ENSG00000251326.1	lincRNA	NOVEL	RP11-521E5.1
ENSG00000186105.7	protein_coding	KNOWN	LRRC70
ENSG00000241981.2	pseudogene	KNOWN	AF224669.3
ENSG00000244266.1	pseudogene	KNOWN	RP11-112N23.1
ENSG00000138674.12	protein_coding	KNOWN	SEC31A
ENSG00000213244.3	pseudogene	KNOWN	HIST2H3DP1
ENSG00000238287.1	antisense	NOVEL	RP11-656D10.3
ENSG00000249752.1	lincRNA	NOVEL	RP11-563M4.1
ENSG00000251431.1	pseudogene	KNOWN	AC008984.5
ENSG00000065308.4	protein_coding	KNOWN	TRAM2
ENSG00000198604.6	protein_coding	KNOWN	BAZ1A
ENSG00000148120.10	protein_coding	KNOWN	C9orf3
ENSG00000226088.1	antisense	PUTATIVE	RP11-180O5.2
ENSG00000231068.1	protein_coding	KNOWN	KRTAP21-3
ENSG00000177045.4	protein_coding	KNOWN	SIX5
ENSG00000253723.1	pseudogene	KNOWN	RP11-960H2.1
ENSG00000216099.1	miRNA	KNOWN	MIR889
ENSG00000250510.2	protein_coding	KNOWN	GPR162
ENSG00000237130.1	pseudogene	KNOWN	MRPS6P2
ENSG00000201519.1	snRNA	KNOWN	U6
ENSG00000250756.1	pseudogene	KNOWN	RP11-225B17.1
ENSG00000260137.1	lincRNA	NOVEL	RP11-258F22.2
ENSG00000201624.1	misc_RNA	KNOWN	Y_RNA
ENSG00000261291.1	sense_intronic	NOVEL	RP11-295M3.2
ENSG00000182346.11	protein_coding	KNOWN	DAOA
ENSG00000186119.6	protein_coding	KNOWN	OR5D18
ENSG00000169169.9	protein_coding	KNOWN	CPT1C
ENSG00000263326.1	pseudogene	KNOWN	RP11-266L9.6
ENSG00000252700.1	snRNA	KNOWN	U7
ENSG00000134198.5	protein_coding	KNOWN	TSPAN2
ENSG00000229258.1	antisense	NOVEL	RP11-552D8.1
ENSG00000262098.1	processed_transcript	PUTATIVE	CTD-2561B21.10
ENSG00000249947.2	pseudogene	KNOWN	XBP1P1
ENSG00000233360.2	antisense	NOVEL	Z83844.1
ENSG00000252409.1	snoRNA	KNOWN	SCARNA21
ENSG00000250566.1	pseudogene	KNOWN	UGT2B29P
ENSG00000163166.9	protein_coding	KNOWN	IWS1
ENSG00000116219.9	pseudogene	KNOWN	ESPNP
ENSG00000253608.1	antisense	NOVEL	RP11-770E5.1
ENSG00000182776.4	protein_coding	KNOWN	RP11-114H20.1
ENSG00000232328.1	lincRNA	PUTATIVE	AC011286.1
ENSG00000100058.7	pseudogene	KNOWN	CRYBB2P1
ENSG00000248583.1	pseudogene	KNOWN	RP11-241F15.1
ENSG00000251885.1	rRNA	KNOWN	RNA5SP381
ENSG00000220583.1	pseudogene	KNOWN	RPL35P2
ENSG00000177150.8	protein_coding	KNOWN	FAM210A
ENSG00000253672.1	lincRNA	PUTATIVE	RP11-536K17.1
ENSG00000261614.1	pseudogene	KNOWN	CSDAP1
ENSG00000255325.1	lincRNA	NOVEL	RP11-96B2.1
ENSG00000225568.1	pseudogene	KNOWN	RP11-384B12.3
ENSG00000127184.6	protein_coding	KNOWN	COX7C
ENSG00000254203.1	IG_V_pseudogene	KNOWN	IGHVII-33-1
ENSG00000179799.7	pseudogene	KNOWN	OR7E22P
ENSG00000101417.7	protein_coding	KNOWN	PXMP4
ENSG00000186628.8	protein_coding	KNOWN	FSD2
ENSG00000203999.4	lincRNA	NOVEL	RP11-290F20.1
ENSG00000170525.13	protein_coding	KNOWN	PFKFB3
ENSG00000232373.1	pseudogene	KNOWN	MTCYBP3
ENSG00000207094.1	snoRNA	KNOWN	SNORA67
ENSG00000227243.2	pseudogene	KNOWN	SLAMF6P1
ENSG00000103769.5	protein_coding	KNOWN	RAB11A
ENSG00000127074.10	protein_coding	KNOWN	RGS13
ENSG00000243546.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000129518.4	protein_coding	KNOWN	EAPP
ENSG00000235864.1	pseudogene	KNOWN	AC013409.1
ENSG00000252532.1	snRNA	KNOWN	U7
ENSG00000264933.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000219487.2	pseudogene	KNOWN	RP11-365H23.1
ENSG00000182057.4	lincRNA	NOVEL	Z83851.3
ENSG00000248492.1	antisense	KNOWN	ZFAT-AS1
ENSG00000158113.8	protein_coding	KNOWN	LRRC43
ENSG00000222500.1	rRNA	KNOWN	RNA5SP475
ENSG00000229926.1	pseudogene	KNOWN	RP11-424E7.3
ENSG00000197417.7	protein_coding	KNOWN	SHPK
ENSG00000207141.1	snRNA	KNOWN	U6
ENSG00000264907.1	pseudogene	KNOWN	RP11-453A12.2
ENSG00000157764.7	protein_coding	KNOWN	BRAF
ENSG00000229351.1	pseudogene	KNOWN	KRTAP9-11P
ENSG00000264694.1	miRNA	KNOWN	AC092122.1
ENSG00000222481.1	miRNA	KNOWN	AC012150.1
ENSG00000244116.1	IG_V_gene	KNOWN	IGKV2-28
ENSG00000214925.3	pseudogene	KNOWN	RP3-507I15.1
ENSG00000228300.8	protein_coding	KNOWN	C19orf24
ENSG00000089327.9	protein_coding	KNOWN	FXYD5
ENSG00000243227.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000223695.1	lincRNA	NOVEL	RP4-633O19__A.1
ENSG00000135951.10	protein_coding	KNOWN	TSGA10
ENSG00000197170.5	protein_coding	KNOWN	PSMD12
ENSG00000256849.1	pseudogene	KNOWN	RP11-405A12.1
ENSG00000252738.1	snRNA	KNOWN	U6
ENSG00000258660.1	antisense	NOVEL	RP4-693M11.3
ENSG00000129317.10	protein_coding	KNOWN	PUS7L
ENSG00000259797.1	sense_intronic	NOVEL	RP11-96D1.3
ENSG00000230986.1	pseudogene	KNOWN	DDX3YP2
ENSG00000238295.1	snoRNA	KNOWN	snoU13
ENSG00000250732.1	pseudogene	KNOWN	CTD-2194F4.1
ENSG00000174502.14	protein_coding	KNOWN	SLC26A9
ENSG00000225158.1	pseudogene	KNOWN	RP11-340B24.3
ENSG00000239034.1	snoRNA	KNOWN	snoU13
ENSG00000143032.6	protein_coding	KNOWN	BARHL2
ENSG00000142224.11	protein_coding	KNOWN	IL19
ENSG00000252981.1	snoRNA	KNOWN	U3
ENSG00000130489.8	protein_coding	KNOWN	SCO2
ENSG00000185651.10	protein_coding	KNOWN	UBE2L3
ENSG00000221116.1	snoRNA	KNOWN	SNORD110
ENSG00000236621.2	pseudogene	KNOWN	OR52E1
ENSG00000259839.1	lincRNA	NOVEL	RP11-491F9.6
ENSG00000225391.1	lincRNA	NOVEL	RP11-55K22.5
ENSG00000254812.1	antisense	NOVEL	RP11-661A12.12
ENSG00000160360.7	protein_coding	KNOWN	GPSM1
ENSG00000259787.1	sense_overlapping	NOVEL	CTB-85P21.2
ENSG00000178596.10	pseudogene	KNOWN	GAPDHP29
ENSG00000169811.7	pseudogene	KNOWN	RBMY1HP
ENSG00000223075.1	misc_RNA	KNOWN	7SK
ENSG00000197846.3	protein_coding	KNOWN	HIST1H2BF
ENSG00000229500.1	pseudogene	KNOWN	RPL17P1
ENSG00000265472.1	pseudogene	KNOWN	RP11-28O3.1
ENSG00000134758.9	protein_coding	KNOWN	RNF138
ENSG00000235790.2	antisense	NOVEL	RP11-73M7.6
ENSG00000252351.1	snRNA	KNOWN	U6atac
ENSG00000226498.1	pseudogene	KNOWN	RP11-182B22.2
ENSG00000265227.1	miRNA	KNOWN	MIR4699
ENSG00000157350.8	protein_coding	KNOWN	ST3GAL2
ENSG00000059573.4	protein_coding	KNOWN	ALDH18A1
ENSG00000205850.6	protein_coding	KNOWN	AL359736.1
ENSG00000252417.1	snRNA	KNOWN	U7
ENSG00000119537.10	protein_coding	KNOWN	KDSR
ENSG00000217160.2	pseudogene	KNOWN	RP11-331O9.1
ENSG00000162946.15	protein_coding	KNOWN	DISC1
ENSG00000257319.1	antisense	NOVEL	RP11-478B9.1
ENSG00000092036.12	protein_coding	KNOWN	HAUS4
ENSG00000172663.4	protein_coding	KNOWN	TMEM134
ENSG00000255212.1	protein_coding	NOVEL	RP11-863N1.2
ENSG00000229481.1	lincRNA	NOVEL	CTD-2554C21.3
ENSG00000234440.1	antisense	PUTATIVE	RP11-234G16.2
ENSG00000238135.1	pseudogene	KNOWN	USP9YP10
ENSG00000207768.1	miRNA	KNOWN	MIR188
ENSG00000251952.1	snRNA	KNOWN	U6
ENSG00000227360.1	lincRNA	NOVEL	RP11-518I13.1
ENSG00000252407.1	snRNA	KNOWN	U7
ENSG00000207415.1	snRNA	KNOWN	U6
ENSG00000238607.1	miRNA	KNOWN	AC138749.1
ENSG00000136026.9	protein_coding	KNOWN	CKAP4
ENSG00000012061.11	protein_coding	KNOWN	ERCC1
ENSG00000258788.1	pseudogene	KNOWN	RP11-404P21.9
ENSG00000216718.5	pseudogene	KNOWN	RP3-522P13.1
ENSG00000234208.1	processed_transcript	PUTATIVE	CTA-256D12.11
ENSG00000020129.11	protein_coding	KNOWN	NCDN
ENSG00000253055.1	rRNA	KNOWN	RNA5SP415
ENSG00000213529.3	pseudogene	KNOWN	RP11-432F4.2
ENSG00000174231.12	protein_coding	KNOWN	PRPF8
ENSG00000070915.5	protein_coding	KNOWN	SLC12A3
ENSG00000235950.4	pseudogene	KNOWN	DUX4L15
ENSG00000223243.1	miRNA	KNOWN	AC074323.1
ENSG00000260892.1	antisense	NOVEL	CTD-2026K11.1
ENSG00000197870.6	polymorphic_pseudogene	KNOWN	PRB3
ENSG00000104524.9	protein_coding	KNOWN	PYCRL
ENSG00000257777.1	pseudogene	KNOWN	RP11-25J3.2
ENSG00000204802.3	lincRNA	NOVEL	RP11-111F5.4
ENSG00000223390.1	antisense	NOVEL	RP11-91A18.4
ENSG00000215692.2	antisense	PUTATIVE	AC114730.8
ENSG00000224851.1	processed_transcript	NOVEL	LINC00502
ENSG00000234232.1	lincRNA	NOVEL	RP11-353N4.5
ENSG00000124490.9	protein_coding	KNOWN	CRISP2
ENSG00000159763.3	protein_coding	KNOWN	PIP
ENSG00000185904.6	lincRNA	NOVEL	RP11-178A10.1
ENSG00000167985.2	protein_coding	KNOWN	SDHAF2
ENSG00000233184.1	lincRNA	NOVEL	RP11-421L21.3
ENSG00000130167.9	protein_coding	KNOWN	TSPAN16
ENSG00000247315.2	pseudogene	KNOWN	AL034548.1
ENSG00000229472.1	antisense	PUTATIVE	RP1-64K7.4
ENSG00000204301.5	protein_coding	KNOWN	NOTCH4
ENSG00000084764.6	protein_coding	KNOWN	MAPRE3
ENSG00000178026.8	protein_coding	KNOWN	FAM211B
ENSG00000254021.1	lincRNA	NOVEL	RP11-778D12.2
ENSG00000137992.9	protein_coding	KNOWN	DBT
ENSG00000101079.15	protein_coding	KNOWN	NDRG3
ENSG00000263489.1	lincRNA	NOVEL	CTC-264K15.6
ENSG00000260846.1	pseudogene	KNOWN	RP11-488I20.7
ENSG00000207782.1	miRNA	KNOWN	MIR150
ENSG00000121440.10	protein_coding	KNOWN	PDZRN3
ENSG00000223501.4	protein_coding	KNOWN	VPS52
ENSG00000138303.12	protein_coding	KNOWN	ASCC1
ENSG00000259582.2	lincRNA	NOVEL	RP11-461F11.3
ENSGR0000236017.2	antisense	KNOWN	ASMTL-AS1
ENSG00000266565.1	miRNA	KNOWN	MIR3188
ENSG00000136560.8	protein_coding	KNOWN	TANK
ENSG00000252150.1	miRNA	KNOWN	AC092574.2
ENSG00000207401.1	misc_RNA	KNOWN	Y_RNA
ENSG00000162642.9	protein_coding	KNOWN	C1orf52
ENSG00000238129.1	lincRNA	PUTATIVE	RP3-410C9.2
ENSG00000249182.1	pseudogene	KNOWN	AC012314.2
ENSG00000113597.12	protein_coding	KNOWN	C5orf44
ENSG00000165626.11	protein_coding	KNOWN	BEND7
ENSG00000171903.11	protein_coding	KNOWN	CYP4F11
ENSG00000267188.1	processed_transcript	NOVEL	CTC-512J12.4
ENSG00000248128.1	pseudogene	KNOWN	RP11-777B9.4
ENSG00000223428.1	pseudogene	KNOWN	RP11-399K21.5
ENSG00000256515.3	protein_coding	KNOWN	CCL3L3
ENSG00000123388.4	protein_coding	KNOWN	HOXC11
ENSG00000188971.2	protein_coding	KNOWN	AC114772.1
ENSG00000204194.1	pseudogene	KNOWN	RPL12P1
ENSG00000224781.1	pseudogene	KNOWN	RP13-77O11.2
ENSG00000261393.1	antisense	NOVEL	RP11-21B23.1
ENSG00000266531.1	miRNA	KNOWN	MIR4706
ENSG00000171298.8	protein_coding	KNOWN	GAA
ENSG00000165832.4	protein_coding	KNOWN	TRUB1
ENSG00000261187.1	lincRNA	NOVEL	RP11-1007O24.2
ENSG00000148341.13	protein_coding	KNOWN	SH3GLB2
ENSG00000182909.5	protein_coding	KNOWN	LENG9
ENSG00000266947.1	antisense	NOVEL	RP11-799D4.4
ENSG00000223168.1	misc_RNA	KNOWN	7SK
ENSG00000236358.1	antisense	PUTATIVE	RP5-827C21.2
ENSG00000258721.1	pseudogene	KNOWN	RP11-69H14.1
ENSG00000215547.1	protein_coding	KNOWN	DEFB115
ENSG00000105556.4	protein_coding	KNOWN	MIER2
ENSG00000165972.8	protein_coding	KNOWN	CCDC38
ENSG00000236457.1	sense_intronic	NOVEL	AC130689.5
ENSG00000118985.10	protein_coding	KNOWN	ELL2
ENSG00000260589.1	antisense	NOVEL	RP11-390B4.5
ENSG00000235315.1	pseudogene	KNOWN	RPL23AP69
ENSG00000128590.4	protein_coding	KNOWN	DNAJB9
ENSG00000261129.1	lincRNA	NOVEL	RP11-361D14.2
ENSG00000185863.7	protein_coding	KNOWN	TMEM210
ENSG00000196415.4	protein_coding	KNOWN	PRTN3
ENSG00000055147.13	protein_coding	KNOWN	FAM114A2
ENSG00000197848.5	pseudogene	KNOWN	POM121L1P
ENSG00000236153.1	antisense	NOVEL	AC104076.3
ENSG00000008853.12	protein_coding	KNOWN	RHOBTB2
ENSG00000251143.1	antisense	NOVEL	RP11-849H4.4
ENSG00000139344.3	protein_coding	KNOWN	AMDHD1
ENSG00000130726.6	protein_coding	KNOWN	TRIM28
ENSG00000166479.5	protein_coding	KNOWN	TMX3
ENSG00000259711.1	lincRNA	NOVEL	CTD-3032H12.2
ENSG00000234850.1	pseudogene	KNOWN	MTND2P3
ENSG00000248999.1	pseudogene	KNOWN	WI2-2373I1.1
ENSG00000165929.8	protein_coding	KNOWN	TC2N
ENSG00000196091.8	protein_coding	KNOWN	MYBPC1
ENSG00000229881.1	sense_intronic	NOVEL	RP11-321E8.4
ENSG00000202517.1	snoRNA	KNOWN	SNORA64
ENSG00000224598.1	pseudogene	KNOWN	RPS5P2
ENSG00000229032.1	pseudogene	KNOWN	RP11-91A18.1
ENSG00000220758.3	pseudogene	KNOWN	VN1R10P
ENSG00000259155.1	pseudogene	KNOWN	RP11-831F12.3
ENSG00000225058.1	lincRNA	PUTATIVE	RP11-132N15.1
ENSG00000074416.9	protein_coding	KNOWN	MGLL
ENSG00000259449.1	pseudogene	KNOWN	RP11-561C5.2
ENSG00000265017.1	miRNA	KNOWN	AC092634.2
ENSG00000202363.1	snoRNA	KNOWN	SNORA62
ENSG00000251979.1	snoRNA	KNOWN	U3
ENSG00000089091.11	protein_coding	KNOWN	DZANK1
ENSG00000264660.1	antisense	NOVEL	RP11-381P6.1
ENSG00000231209.1	pseudogene	KNOWN	GLUD1P6
ENSG00000130561.12	protein_coding	KNOWN	SAG
ENSG00000213964.3	pseudogene	KNOWN	AC083855.4
ENSG00000201331.1	snoRNA	KNOWN	SNORD115-23
ENSG00000257224.1	pseudogene	KNOWN	RP11-536C10.9
ENSG00000170191.4	protein_coding	KNOWN	NANP
ENSG00000204381.7	protein_coding	KNOWN	LAYN
ENSG00000251416.1	lincRNA	PUTATIVE	RP11-140M13.1
ENSG00000075240.12	protein_coding	KNOWN	GRAMD4
ENSG00000265007.1	miRNA	KNOWN	MIR4327
ENSG00000212521.1	snRNA	KNOWN	U6
ENSG00000251965.1	rRNA	KNOWN	RNA5SP208
ENSG00000118640.6	protein_coding	KNOWN	VAMP8
ENSG00000238345.1	snoRNA	KNOWN	snoU13
ENSG00000256314.1	antisense	PUTATIVE	RP11-338E21.3
ENSG00000180592.12	protein_coding	KNOWN	SKIDA1
ENSG00000261765.1	sense_intronic	NOVEL	RP11-498D10.3
ENSG00000213184.3	pseudogene	KNOWN	RP11-335F8.2
ENSG00000258716.1	processed_transcript	PUTATIVE	RP11-661G16.2
ENSG00000249483.1	lincRNA	NOVEL	CTD-2249K22.1
ENSG00000100902.6	protein_coding	KNOWN	PSMA6
ENSG00000168824.10	protein_coding	KNOWN	NSG1
ENSG00000229862.1	antisense	NOVEL	RP11-505P4.7
ENSG00000254416.1	lincRNA	PUTATIVE	RP11-347E10.1
ENSG00000215347.3	pseudogene	KNOWN	SLC25A5P1
ENSG00000134873.4	protein_coding	KNOWN	CLDN10
ENSG00000170919.9	lincRNA	NOVEL	TPT1-AS1
ENSG00000260113.1	pseudogene	KNOWN	RP11-146F11.2
ENSG00000224029.1	sense_intronic	PUTATIVE	RP11-136K14.2
ENSG00000100075.5	protein_coding	KNOWN	SLC25A1
ENSG00000266502.1	miRNA	KNOWN	MIR5681A
ENSG00000200108.1	snRNA	KNOWN	U6
ENSG00000232922.1	pseudogene	KNOWN	AC004112.5
ENSG00000240959.1	pseudogene	KNOWN	ST13P14
ENSG00000201812.1	rRNA	KNOWN	RNA5SP488
ENSG00000173809.11	protein_coding	KNOWN	TDRD12
ENSG00000261313.1	lincRNA	NOVEL	RP11-2C15.1
ENSG00000198393.3	protein_coding	KNOWN	ZNF26
ENSG00000256186.1	pseudogene	KNOWN	AL732372.1
ENSG00000232954.1	lincRNA	NOVEL	RP11-538C21.1
ENSG00000094804.5	protein_coding	KNOWN	CDC6
ENSG00000254160.1	lincRNA	NOVEL	CTD-2281E23.3
ENSG00000223890.1	pseudogene	KNOWN	AC008171.1
ENSG00000149599.11	protein_coding	KNOWN	DUSP15
ENSG00000169783.8	protein_coding	KNOWN	LINGO1
ENSG00000132164.5	protein_coding	KNOWN	SLC6A11
ENSG00000143418.14	protein_coding	KNOWN	CERS2
ENSG00000233002.2	antisense	NOVEL	AC005324.6
ENSG00000158352.10	protein_coding	KNOWN	SHROOM4
ENSG00000221091.1	miRNA	KNOWN	MIR1302-5
ENSG00000170484.5	protein_coding	KNOWN	KRT74
ENSG00000110786.13	protein_coding	KNOWN	PTPN5
ENSG00000251985.1	snRNA	KNOWN	U6
ENSG00000200095.1	snRNA	KNOWN	U6
ENSG00000225980.2	pseudogene	KNOWN	OR7E19P
ENSG00000186281.8	protein_coding	NOVEL	GPAT2
ENSG00000241749.2	pseudogene	KNOWN	RPSAP52
ENSG00000002726.15	protein_coding	KNOWN	ABP1
ENSG00000265441.1	miRNA	KNOWN	AL132768.1
ENSG00000231134.1	sense_intronic	PUTATIVE	TCF7L1-IT1
ENSG00000255478.1	antisense	NOVEL	RP11-867O8.5
ENSG00000200089.1	snoRNA	KNOWN	SNORD114-31
ENSG00000152433.9	protein_coding	KNOWN	ZNF547
ENSG00000253116.1	lincRNA	NOVEL	RP11-648L3.2
ENSG00000174282.7	protein_coding	KNOWN	ZBTB4
ENSG00000212221.1	snRNA	KNOWN	U6
ENSG00000238952.1	miRNA	KNOWN	AC099757.1
ENSG00000182574.6	pseudogene	KNOWN	RP3-341D10.1
ENSG00000206159.5	protein_coding	KNOWN	GYG2P1
ENSG00000123178.9	protein_coding	KNOWN	SPRYD7
ENSG00000230831.1	antisense	PUTATIVE	AC007349.7
ENSG00000242411.1	pseudogene	KNOWN	CTD-2086L14.1
ENSG00000241207.1	pseudogene	KNOWN	RP11-344N17.3
ENSG00000200132.1	snRNA	KNOWN	U6
ENSG00000202142.1	snoRNA	KNOWN	SNORD114-18
ENSG00000115008.5	protein_coding	KNOWN	IL1A
ENSG00000244314.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000253159.1	protein_coding	KNOWN	PCDHGA12
ENSG00000265421.1	miRNA	KNOWN	MIR4459
ENSG00000232860.2	lincRNA	NOVEL	SMG7-AS1
ENSG00000143318.8	protein_coding	KNOWN	CASQ1
ENSG00000263941.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000233820.1	pseudogene	KNOWN	RP11-535M15.2
ENSG00000171004.11	protein_coding	KNOWN	HS6ST2
ENSG00000261872.1	antisense	NOVEL	RP5-867C24.5
ENSG00000266800.1	miRNA	KNOWN	AL135791.1
ENSG00000239793.1	pseudogene	KNOWN	RP11-109G23.1
ENSG00000167548.10	protein_coding	KNOWN	MLL2
ENSG00000142453.7	protein_coding	KNOWN	CARM1
ENSG00000239944.1	TR_V_pseudogene	KNOWN	TRBV8-2
ENSG00000176454.8	protein_coding	KNOWN	LPCAT4
ENSG00000178951.3	protein_coding	KNOWN	ZBTB7A
ENSG00000061936.5	protein_coding	KNOWN	SFSWAP
ENSG00000200169.1	snRNA	KNOWN	RNU5D-1
ENSG00000106460.13	protein_coding	KNOWN	TMEM106B
ENSG00000215399.2	pseudogene	KNOWN	HMGB3P7
ENSG00000236592.3	pseudogene	KNOWN	S100A11P2
ENSG00000255393.1	lincRNA	NOVEL	RP11-736I10.1
ENSG00000233776.1	antisense	NOVEL	RP11-384P7.6
ENSG00000251977.1	snRNA	KNOWN	U6
ENSG00000203417.2	lincRNA	NOVEL	RP11-500G10.5
ENSG00000136144.7	protein_coding	KNOWN	RCBTB1
ENSG00000239783.1	pseudogene	KNOWN	RP5-1050K3.3
ENSG00000236477.1	pseudogene	KNOWN	RPS24P1
ENSG00000202422.1	rRNA	KNOWN	RNA5SP30
ENSG00000231922.1	pseudogene	KNOWN	AL138479.3
ENSG00000254618.1	pseudogene	KNOWN	TMED10P1
ENSG00000108518.7	protein_coding	KNOWN	PFN1
ENSG00000224240.1	pseudogene	KNOWN	CYCSP49
ENSG00000242295.1	pseudogene	KNOWN	RP11-522B15.1
ENSG00000256136.1	pseudogene	KNOWN	RP11-113C12.8
ENSG00000158417.5	protein_coding	KNOWN	EIF5B
ENSG00000260261.1	lincRNA	NOVEL	RP11-480A16.1
ENSG00000233751.1	pseudogene	KNOWN	AC104772.1
ENSG00000199805.1	snRNA	KNOWN	U1
ENSG00000233318.2	pseudogene	KNOWN	RP11-573G6.2
ENSG00000123810.2	protein_coding	KNOWN	B9D2
ENSG00000255467.1	antisense	NOVEL	RP11-144G7.2
ENSG00000263325.1	antisense	NOVEL	LA16c-325D7.1
ENSG00000258777.1	lincRNA	NOVEL	RP11-618G20.4
ENSG00000198477.3	protein_coding	KNOWN	ZNF280B
ENSG00000229938.1	antisense	PUTATIVE	MYO16-AS2
ENSG00000260951.1	lincRNA	NOVEL	RP5-978I12.1
ENSG00000220556.4	pseudogene	KNOWN	RP1-202I21.3
ENSG00000249557.1	pseudogene	KNOWN	HSPD1P15
ENSG00000185000.4	protein_coding	KNOWN	DGAT1
ENSG00000221343.1	miRNA	KNOWN	AC010422.1
ENSG00000185615.11	protein_coding	KNOWN	PDIA2
ENSG00000214765.4	pseudogene	KNOWN	SEPT7P2
ENSG00000203872.5	protein_coding	KNOWN	C6orf163
ENSG00000231182.1	lincRNA	PUTATIVE	RP11-423O2.7
ENSG00000176007.10	pseudogene	KNOWN	FAM220BP
ENSG00000238975.1	snoRNA	KNOWN	snoU13
ENSG00000137818.7	protein_coding	KNOWN	RPLP1
ENSG00000146005.3	protein_coding	KNOWN	PSD2
ENSG00000250819.1	lincRNA	NOVEL	RP11-576E20.1
ENSG00000250332.1	pseudogene	KNOWN	CTD-2272G21.2
ENSG00000264338.1	miRNA	KNOWN	AL359973.1
ENSG00000226908.1	pseudogene	KNOWN	HIST1H2BPS3
ENSG00000261438.1	sense_overlapping	NOVEL	RP11-399O19.8
ENSG00000241566.1	IG_V_gene	KNOWN	IGKV2D-24
ENSG00000224931.2	pseudogene	KNOWN	AC152010.1
ENSG00000136327.5	protein_coding	KNOWN	NKX2-8
ENSG00000172262.6	protein_coding	KNOWN	ZNF131
ENSG00000100314.3	protein_coding	KNOWN	CABP7
ENSG00000181143.9	protein_coding	KNOWN	MUC16
ENSG00000108785.6	pseudogene	KNOWN	HSD17B1P1
ENSG00000254200.1	pseudogene	KNOWN	RPL7AP33
ENSG00000119977.14	protein_coding	KNOWN	TCTN3
ENSG00000265649.1	miRNA	KNOWN	MIR4709
ENSG00000111432.4	protein_coding	KNOWN	FZD10
ENSG00000168582.4	protein_coding	KNOWN	CRYGA
ENSG00000117643.10	protein_coding	KNOWN	MAN1C1
